Location ID,Location,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
TX-083,Coleman County,46.9,51.7,54.4,65.2,70.9,77.9,82.2,86.3,82.2,65,52.4,50.8
TX-085,Collin County,44,48.5,53.3,63.7,71.8,78.3,82.9,86,83.5,64.2,51.6,48.3
TX-087,Collingsworth County,40.3,40.6,47.7,59.6,65.9,76,82,84.7,79.7,56.9,45.5,43.8
TX-089,Colorado County,52.2,58.2,61.4,68.5,78.3,82.8,85.6,88.2,84.7,71.7,59.1,56.8
TX-091,Comal County,50.5,55.8,58.7,66.8,75.2,80.4,83.3,87,84.1,69.5,56.1,53.8
TX-093,Comanche County,46.1,51.1,53.3,64,71.2,77.9,82.7,86.5,83,64,52.2,49.6
TX-095,Concho County,47.2,51.9,54.7,65.3,71,78.5,82.2,86.4,81.8,64.8,52.8,50.3
TX-097,Cooke County,42.5,47.1,51.6,62.9,70.6,77.4,82.1,85.1,82.2,63.1,49.9,47.4
TX-099,Coryell County,46.7,51.8,54.7,65.1,73.2,79.5,83.4,86.4,84.4,66.3,53.5,50.5
TX-101,Cottle County,43.2,44.5,50.1,62.1,68.6,77.8,83.2,86.5,81.3,59.5,48,46.4
TX-103,Crane County,47.1,53.1,55.9,66.8,72.6,81.4,84.8,88.8,82.1,66.2,52.9,50.4
TX-105,Crockett County,48.7,53,57.1,66.1,71.9,78.4,82.4,86.7,81.2,66.5,52.8,50.8
TX-107,Crosby County,42.2,44.8,48.9,60.5,66.6,75.8,81.1,83.9,77.8,57.8,46.7,45.4
TX-109,Culberson County,44.4,49.6,54,63.5,69,77.4,81.8,83.7,76.3,61.4,52.4,46.6
TX-111,Dallam County,36.8,36.7,43.1,54.7,59,70.6,78.6,78,73.9,49.6,41.7,38.3
TX-113,Dallas County,45.8,49.9,54.6,65,73,79.1,83.9,87,85,65,53.4,50.2
TX-115,Dawson County,43.5,48.1,50.2,63.6,68.6,76.9,81.6,84.6,78.2,60.2,48.7,46.4
TX-117,Deaf Smith County,38,40.7,45.4,56.5,62.4,72.9,79.2,80.8,75.2,51.7,42.8,40.5
TX-119,Delta County,43.5,48.8,53.1,63.2,72.2,77,82.1,86,82.8,64.3,50.8,48.1
TX-121,Denton County,44.5,49,53.2,64.3,72,78.7,83.3,86.4,84,64.6,51.7,48.7
TX-123,DeWitt County,53,58.6,62.1,68.8,78.5,83.4,85.6,88.8,85.4,72,59.1,57.1
TX-125,Dickens County,43.2,45.5,49.8,61.7,68,76.7,82.4,85.6,80.1,59.5,47.9,46.4
TX-127,Dimmit County,53.1,59.7,65,69.8,80.5,85.8,87.6,90.3,86.4,74.4,59.9,57
TX-129,Donley County,40.2,40.6,47.1,59,64.8,75.1,81.4,83.8,78.6,55.5,45,43.5
TX-131,Duval County,55.4,61.5,64.8,70.4,80.1,86.4,86.8,88.8,84.5,75.6,61.9,60.3
TX-133,Eastland County,44.8,50,52.3,64.1,70.4,76.8,81.4,85.6,82,63.1,50.8,48.8
TX-135,Ector County,45.6,50.7,53.3,65.2,70.4,79.6,82.8,86.8,80.1,63.4,52.2,48.8
TX-137,Edwards County,48.7,53.6,57.2,65.4,72.4,77.8,81.5,85.1,81.3,66.6,54.6,52.5
TX-139,Ellis County,46.1,50.7,54.6,64.2,73.2,78.6,83.6,87,84.7,64.8,53.4,50.1
TX-141,El Paso County,45.4,49.8,57.9,65.6,70.4,80.4,85.1,85.2,78.4,64.2,53.1,46
TX-143,Erath County,45.9,51,53.2,64.8,72,78.6,82.8,86.3,83.4,64.2,52.2,49.3
TX-145,Falls County,47.9,52.4,55.6,65,73.8,79.3,83,86.3,84.2,66.9,54.6,51
TX-147,Fannin County,42.8,47.8,52.5,63.3,71.7,77.6,82.1,85.5,82.6,63.4,50.4,47.3
TX-149,Fayette County,51.5,57.2,60.2,67.9,77.2,82.2,85,88.2,84.8,70.3,57.8,55.3
TX-151,Fisher County,44.6,48.9,52.1,64.9,70.6,77.8,84,87.9,81.8,63.6,49.9,48.9
TX-153,Floyd County,40.8,42.9,47.6,58.9,65,74.6,79.8,82.6,76.7,55.7,45.1,44.2
TX-155,Foard County,43.7,45.5,50.5,62.5,69.4,77.9,83.5,87.4,82.5,61.4,48.2,47
TX-157,Fort Bend County,53.8,60,62.3,69.3,78.6,82.8,84.9,86.5,83.6,72.1,60,57.9
TX-159,Franklin County,44.1,49.6,53.3,63,72,76.9,81.3,84.9,82.3,64,51,48.9
TX-161,Freestone County,46.9,52.3,55.9,64.6,73.9,78.6,82.4,85.7,83.1,65.8,53.7,50.6
TX-163,Frio County,53.3,58.9,63.8,69.1,78.2,82.8,85.1,88.4,85,72,58.2,56.6
TX-165,Gaines County,42.9,47.1,50.2,62.6,68.5,76,80.1,83.6,76.9,59.4,48.6,46.5
TX-167,Galveston County,54.6,60.5,62.1,68.9,78,82.4,84.4,85.9,84.7,73.6,61,58.2
TX-169,Garza County,44.2,47.1,50.3,62.4,68.6,77.3,83.2,86.3,79.6,60.4,48.3,46.8
TX-171,Gillespie County,48.3,53.5,56,64.4,72.1,78.2,80.4,84.7,81,66.1,53.5,51.5
TX-173,Glasscock County,45.6,50.4,53.4,64.7,70,78.8,82.5,86.6,80.4,62.7,51.1,48.9
TX-175,Goliad County,53.8,59.4,62.7,68.9,78.5,83.5,84.8,88,84.7,72.9,59.7,57.9
TX-177,Gonzales County,51.8,57.1,60.6,68.4,77.6,82.5,85.2,88.5,85.3,70.4,58.3,55.3
TX-179,Gray County,39.7,39.5,46.2,58.2,63.3,73.3,80.6,82.6,77.8,53.3,44,42.7
TX-181,Grayson County,42.7,46.7,52.3,63.2,70.9,77.8,82.2,84.9,82.3,63,50.4,47.4
TX-183,Gregg County,46.4,51.5,54.9,63.8,73.7,77.9,81.5,85.2,81.8,64.8,52.3,50.3
TX-185,Grimes County,49.8,55.3,58.7,67.4,76,80.3,82.9,86.6,82.9,68.9,55.1,53.5
TX-187,Guadalupe County,50.9,56.5,59.6,67.6,76.5,81.5,84.4,88,85.2,70.2,57.4,54.6
TX-189,Hale County,40.5,43,47.6,58.8,64.8,74.6,79.6,82,75.8,55,44.7,43.7
TX-191,Hall County,42,42.7,49.3,61.2,67.2,77.5,83.3,85.7,80.4,57.7,47,45.3
TX-193,Hamilton County,46.1,51.2,53.8,64.3,72,78.5,83,86.1,83.4,64.9,52.5,49.7
TX-195,Hansford County,37.7,37,44.6,57.8,62.4,73,80.4,81.4,77.2,52,43.7,40.5
TX-197,Hardeman County,42.7,44.1,50.2,62.1,68.9,78.2,83.7,87,82.2,60.1,47.9,46
TX-199,Hardin County,50.5,57.7,60,66,76.3,80.1,82,83.9,81.5,69.9,56.2,54.5
TX-201,Harris County,53.3,59.4,61.7,68.3,77.8,82,84.1,86.2,83.8,71.4,59.2,57
TX-203,Harrison County,46.8,51.9,55.3,64,73.8,77.7,81,84.9,81.5,64.9,52.3,50.6
TX-205,Hartley County,37.3,38.3,44.5,55.6,60.4,71.4,79.1,79.5,74.9,50.9,42.7,39.5
TX-207,Haskell County,43.9,47.3,51,63.9,70.2,77.8,83.5,87.9,82.6,62.4,49,47.7
TX-209,Hays County,49.8,55.2,58.3,66.6,74.8,80.2,83.3,86.9,84,69.1,55.6,53.1
TX-211,Hemphill County,37.9,36.7,45.4,58.3,63.5,73.4,80.5,83.1,79,52.7,44.4,42
TX-213,Henderson County,46.1,51.7,55,64,74,78.5,82.6,86.1,83.5,65,52.7,50.2
TX-215,Hidalgo County,59.6,64.8,67.6,73.3,82.9,87.1,87.1,90,84.9,77.6,65.5,63.3
TX-217,Hill County,46.4,51.6,54.8,64,73.8,78.6,83.2,86.4,84.2,65.1,53.2,49.9
TX-219,Hockley County,41.5,44.6,48.7,59.8,66.1,75.2,79.9,81.5,75.7,56.4,45.9,44.5
TX-221,Hood County,46,51.2,53.9,64.9,72.5,78.9,82.8,86.3,83.7,64.8,52.1,49.6
TX-223,Hopkins County,44.3,49.5,53.6,63.1,72.5,76.7,81.8,85.8,82.7,64.5,51.4,48.9
TX-225,Houston County,47.5,53,56.2,64.8,74.5,78.8,81.6,85.2,81.8,66.2,53,51.5
TX-227,Howard County,45.5,49.3,52.4,64.7,69.8,78.6,83.1,86.8,80.4,62,50.5,48.5
TX-229,Hudspeth County,44.4,48.4,55,63.1,67.8,77.1,81.9,82.7,76,61.6,52,45.1
TX-231,Hunt County,44,49.2,53.9,63.2,72.3,77.6,82.3,86.3,83.2,64.4,51.5,47.9
TX-233,Hutchinson County,39.5,39.9,46.5,58.9,63.6,74.2,81.8,83.3,78.3,53.4,45.3,42.4
TX-235,Irion County,46.3,51.9,54.5,65.1,70.4,78.6,82.4,86.6,81.4,64.2,52.3,50
TX-237,Jack County,43.3,48.5,52.4,63.2,70.8,77.6,81.7,85.9,82.1,63.4,50.3,48.2
TX-239,Jackson County,54.6,60,63.3,69.9,78.9,83.6,85.4,87.4,84.8,73.3,60.6,58.3
TX-241,Jasper County,49.8,56.1,58.4,65.5,76.2,79.3,81.4,83.5,80.6,69.2,55.3,53.9
TX-243,Jeff Davis County,45.3,50.2,54.5,62.8,68.1,75.1,78.4,81,74.1,61.4,52.2,47.3
TX-245,Jefferson County,52.5,59.8,61,67.4,77.4,81.6,83,84.5,82.7,71.8,58.5,56.9
TX-247,Jim Hogg County,57,62.9,66.4,72.5,81.8,87.3,87.3,89.9,84.8,77.2,63.5,61.7
TX-249,Jim Wells County,56.5,62.5,65.5,71.2,80.3,85.7,86.5,88.8,84.9,75.9,62.4,60.7
TX-251,Johnson County,46.1,51,54.1,64,72.5,78.3,82.6,85.8,83.7,64.5,52.5,49.7
TX-253,Jones County,44.4,48.3,51.8,64.3,70.2,77.5,82.8,87.2,82.3,63,49.9,48.2
TX-255,Karnes County,52.7,58.5,62.1,68.2,78,83.2,84.4,88.3,84.8,71.5,58.6,57
TX-257,Kaufman County,45.4,50.3,54.5,63.8,72.7,78,82.9,86.4,83.7,64.6,52.7,49.7
TX-259,Kendall County,49.7,55.2,57.7,65.2,73.7,78.8,81.2,85.6,82.4,67.8,54.9,52.8
TX-261,Kenedy County,59,64.1,66.7,73,81.9,85.5,86.2,88.8,84.6,76.8,64.9,62.7
TX-263,Kent County,44.6,47.7,51.2,63.5,69.8,78,84.2,87.6,81.6,61.7,49.1,47.5
TX-265,Kerr County,48.2,53.8,56.2,64.2,72.3,77.9,80.2,84.5,81,65.8,53.3,51.5
TX-267,Kimble County,47.8,52.5,55.8,64.8,72.1,78.9,81.6,85.8,81.6,65.3,53.7,51.5
TX-269,King County,44.2,46.4,50.7,63.1,69.7,78,83.7,87.8,82.3,61.5,48.8,47.4
TX-271,Kinney County,51.8,57.2,61.2,68.9,75.7,80.6,84.5,87.7,83.9,70.4,57.5,55.4
TX-273,Kleberg County,58.6,63.6,66.5,73,81,85.4,86.4,88.6,85.6,76.8,64,61.8
TX-275,Knox County,44.3,46.8,51,63.2,70,77.9,83.7,88.1,82.9,62.4,48.8,47.8
TX-277,Lamar County,42.6,47.8,52.1,62.8,71.4,76.9,81.6,85.1,82.3,63.4,49.9,47.4
TX-279,Lamb County,39.9,42.8,47.3,58.2,64.3,74.1,79,80.8,75,54.4,44.4,43.1
TX-281,Lampasas County,47.4,52.5,55.4,65.2,72.6,79.4,83.3,86.6,83.3,66,53.2,50.8
TX-283,La Salle County,53.6,59.6,64.2,69.5,79.5,85.6,86.4,89.2,85.2,74.1,60,57.6
TX-285,Lavaca County,53.4,58.6,62,69.4,78.5,83.4,86.1,88.8,85.5,72.1,59.6,57
TX-287,Lee County,50,56.4,59.4,66.8,76,80.7,83.7,87.1,84.2,69.5,55.8,54.4
TX-289,Leon County,47.3,53.1,56.2,64.8,74.1,79.2,81.9,85.5,81.7,67.3,53.6,51
TX-291,Liberty County,51.7,58.1,60.7,66.5,76.6,80.8,82.8,85.1,82.9,70.4,57.4,55.4
TX-293,Limestone County,47,51.9,55.4,64.5,73.8,78.8,82.5,85.8,83.4,66.1,53.9,50.4
TX-295,Lipscomb County,36.8,34.9,44.1,57.6,62.6,72.7,80,82.1,78.4,51.9,43.5,41.2
TX-297,Live Oak County,54.4,60.1,63.6,69.2,78.6,84.4,85,88.1,84.2,73.7,59.8,58.3
TX-299,Llano County,49,54,57.1,67.1,73.8,80.6,83.2,87.2,83.3,67.3,54.4,51.5
TX-301,Loving County,45.5,51.8,55,66.1,72.5,80.4,85.4,88.1,81.2,63.6,53.1,49
TX-303,Lubbock County,42.2,44.9,48.9,60.9,66.7,76,80.8,83.1,76.8,57.1,47,45
TX-305,Lynn County,43.2,46.4,49.7,61.8,67.6,76.3,81.5,84,77.6,58.9,47.7,45.8
TX-307,McCulloch County,48,52.6,55.4,65.6,71.6,79.2,82.4,86.1,81.7,65.8,53.6,50.6
TX-309,McLennan County,47.2,51.8,54.9,64.7,73.7,79.1,83.3,86.4,84.6,66.3,54.2,50.2
TX-311,McMullen County,54,59.7,63.8,69.2,78.8,85.1,85.5,88.5,84.5,73.8,59.8,57.9
TX-313,Madison County,48.2,54,57.2,65.8,75,79.7,82.2,86,81.9,68.2,54.2,51.8
TX-315,Marion County,46.2,51.2,54.8,63.5,73.5,77.7,80.7,84.6,81.5,64.8,51.5,50
TX-317,Martin County,45.3,49.7,52.5,65.1,69.8,78.9,82.5,86.4,79.9,62.4,51.2,48.3
TX-319,Mason County,48.1,52.9,55.9,65.4,72.4,80,82.4,86.2,81.6,65.9,53.6,51.2
TX-321,Matagorda County,54.8,60.6,62.8,69.2,78.6,83.1,84.7,86.3,83.6,73,61.2,58.8
TX-323,Maverick County,53,59.1,64.2,70.1,79.4,84.4,87.2,90,86,73.4,59.3,56.5
TX-325,Medina County,52.6,58.4,61.7,68.3,76.6,81.2,83.8,87.4,84.3,70.4,56.8,55.5
TX-327,Menard County,47.3,51.8,55.1,64.9,71.1,78.8,81.6,85.6,81,64.7,53.2,50.3
TX-329,Midland County,46.4,51.2,54.1,66,70.8,80.1,83.1,87.3,80.7,64.1,52.6,49.4
TX-331,Milam County,48.9,54.5,57.8,65.7,74.9,80.1,83.2,86.9,84.1,68.2,54.7,53.2
TX-333,Mills County,47.1,51.8,54.4,64.1,71.2,78.1,82.8,86.3,82.7,64.8,52.7,50.3
TX-335,Mitchell County,45.4,50.2,53.3,65.3,70.4,78.7,84,87.6,81.4,63.1,50.4,49.4
TX-337,Montague County,42.5,47.7,51.4,63.1,70.6,77.5,81.9,85.2,82.1,63.1,49.7,47.5
TX-339,Montgomery County,51.3,57.4,60.2,67.8,76.9,81.2,83.4,86.2,83.3,69.7,57,55.3
TX-341,Moore County,38.2,39.3,45.3,57.2,61.8,72.7,80.6,81.7,77,51.9,44.2,41
TX-343,Morris County,44.3,50,53.4,63,71.9,77.6,80.9,84.4,82.2,64.1,50.9,49.1
TX-345,Motley County,42.3,43.9,49.2,61,67.1,76.6,81.8,85,79.7,57.8,47.1,45.7
TX-347,Nacogdoches County,47.8,52.9,56.2,63.9,74.7,79.1,81.6,84.6,82.1,66.8,54.8,51.3
TX-349,Navarro County,46.4,51.4,55.2,64.4,73.8,78.7,83,86.5,84.2,65,53.7,50.2
TX-351,Newton County,49.8,56.4,58.4,65.3,76.2,79.3,81.4,83.5,80.7,69.2,55.3,53.8
TX-353,Nolan County,44.6,49.9,52.7,64.5,69.9,77.6,82.3,86.4,80.8,63.1,50.5,49.4
TX-355,Nueces County,57.9,62.7,65.5,72.4,80.6,85.3,85.9,88.1,85.2,75.9,63.1,60.9
TX-357,Ochiltree County,38,36.5,44.5,58.2,63.4,73.3,80.1,81.8,77.9,52,43.6,41.1
TX-359,Oldham County,38.4,40.1,46,56.9,62.1,73,79.8,80.9,75.9,52.2,43.6,40.5
TX-361,Orange County,51.7,59,60.2,66.7,77.2,81.3,82.6,84.1,82.2,71,57.3,56.1
TX-363,Palo Pinto County,44.7,50,52.9,64.6,71.5,78.4,82.4,86.5,83,63.8,51.1,48.9
TX-365,Panola County,46.8,52.8,55.4,64.1,74.5,78.3,81.4,85,81.8,65.3,52.8,51
TX-367,Parker County,45,50,53.3,64.4,71.6,78.2,82.1,85.9,83.1,64.3,51.2,48.9
TX-369,Parmer County,38.6,41.9,46.2,57.1,63.2,73.4,79.1,80.7,75.1,52.6,43.5,41.4
TX-371,Pecos County,47.3,53,56.3,65.8,72.1,79.1,82.8,86.6,80.2,65.1,53.1,50.3
TX-373,Polk County,48.9,55.1,57.7,65.3,75.4,79.1,81.6,84.5,81.7,68.1,54.9,53.3
TX-375,Potter County,39.3,40.5,46.3,58.1,62.7,73.3,80.7,82.3,77,52.8,44.6,41.7
TX-377,Presidio County,48,53.5,58.4,66.1,72.9,78.7,81.4,84.2,77.8,65.5,55.3,50.2
TX-379,Rains County,44.9,50,54.2,63.2,72.7,77.2,82,85.8,82.7,64.9,52,49.5
TX-381,Randall County,39.2,41,46,57.8,62.8,73,79.9,82,75.8,52.3,43.5,41.7
TX-383,Reagan County,46.4,52.2,55,65.3,70.4,78.6,82.4,86.4,80.5,64.6,51.3,49.7
TX-385,Real County,49.2,55,57.7,65.5,73.2,78.3,81.2,85,81.6,66.8,54.3,52.8
TX-387,Red River County,43.2,48.5,52.4,62.5,71.4,76.7,81,84.3,82.1,63.2,49.9,47.7
TX-389,Reeves County,46.6,52.8,56.4,66.6,72.2,80.5,84.7,87.3,80,64.3,54,49.4
TX-391,Refugio County,55.2,60.2,62.6,69.4,78.5,83.2,84.1,86.5,84.4,73.6,60.9,58.6
TX-393,Roberts County,39.2,38.7,46.1,58.7,63.7,73.8,81.2,83.4,78.4,53,44.3,42.4
TX-395,Robertson County,48.1,53.4,57,65.6,74.6,79.7,82.8,86.2,82.8,68.4,54.3,51.8
TX-397,Rockwall County,44.8,49.6,54.2,63.9,72.4,78.3,83,86.4,83.8,64.6,52.4,49
TX-399,Runnels County,46,50.8,53.5,64.7,70.7,77.9,82.2,86.2,81.8,63.6,51.6,49.9
TX-401,Rusk County,46.9,52.4,55.3,64,74.2,78.2,81.4,85,82,65.4,53.4,51.4
TX-403,Sabine County,48.8,54.4,57,64.7,75.6,78.9,81.5,83.9,80.8,68.1,54.5,52.5
TX-405,San Augustine County,48.5,53.7,56.8,64.5,75.4,79,81.6,84.1,81.1,67.9,54.6,52.2
TX-407,San Jacinto County,49.8,55.9,58.7,66.4,75.8,80,82.2,85.4,82.5,68.4,55.6,54
TX-409,San Patricio County,56.2,61.1,63.7,70.4,79.2,84.2,84.7,87.2,84.4,74.6,61.7,59.4
TX-411,San Saba County,48.4,53,55.7,65.5,72.2,79.5,83,86.7,82.7,66.1,53.9,51.2
TX-413,Schleicher County,46.9,51.4,54.7,64.6,70.5,77.9,81.5,85.8,81.2,64.4,52.9,50.1
TX-415,Scurry County,44.9,48.8,51.6,63.9,69.5,77.2,83.8,87.1,80.8,62.5,49.1,48.2
TX-417,Shackelford County,44.6,48.9,52.2,64.9,70.9,77.1,82.2,86.4,82.3,62.9,50.1,48.2
TX-419,Shelby County,46.8,52.9,55.4,63.6,74.7,78.2,81.1,84.3,81.3,65.9,53,50.4
TX-421,Sherman County,37.6,37.5,44.5,56.9,61,72.2,80.2,80.4,76.1,50.8,42.9,39.6
TX-423,Smith County,46.4,51.5,54.4,63.8,73.6,78,81.9,85.4,82.4,64.9,52.4,50.6
TX-425,Somervell County,46.3,51.6,54.2,64.7,72.8,78.9,83.1,86.3,83.9,64.9,52.6,49.7
TX-427,Starr County,58.5,63.9,67.8,73.8,83,88,87.5,90.7,85.3,78.5,64.8,62.6
TX-429,Stephens County,44.2,49.5,52.2,64.3,70.6,77.5,81.9,86.1,82.3,63.2,50.3,48
TX-431,Sterling County,45.4,50.9,53.5,64.6,70.2,78.9,82.6,86.8,81,63,51.4,49.4
TX-433,Stonewall County,44.3,47.4,51.3,64.1,70.3,78,84.1,88.3,82.5,62.4,49.3,47.7
TX-435,Sutton County,48.3,52.2,56.5,64.9,71.9,78,81.5,85.9,81.4,65.8,53.6,51.1
TX-437,Swisher County,39.3,41.7,46.4,58,63.8,73.8,79.6,82.1,75.6,53.2,43.6,42.4
TX-439,Tarrant County,45.8,50.1,54.2,65,72.7,79.1,83.3,86.6,84.5,65,52.7,49.7
TX-441,Taylor County,44.9,49.4,52.5,64.3,69.9,77.2,81.9,86,81.5,62.8,50.8,48.9
TX-443,Terrell County,49,54.2,58.2,67.4,74.8,80,83.8,88.1,82.4,67.4,54.2,51.7
TX-445,Terry County,42.3,45.9,49.3,61,67.5,76,80.5,82.9,76.6,58,46.9,45.3
TX-447,Throckmorton County,44.2,48.2,51.8,64.2,70.6,77.7,82.9,87.1,82.5,62.6,49.4,48
TX-449,Titus County,43.9,49.7,53.2,63.1,71.6,77.5,81.4,84.8,82.6,64.1,51,48.9
TX-451,Tom Green County,46.5,51.5,54.2,65.2,70.8,79,82.8,87.1,82.1,64.2,53.2,50.1
TX-453,Travis County,49.8,55.1,58.4,67.1,75.2,80.7,84,87.5,84.7,69.1,56,53
TX-455,Trinity County,47.8,53.6,56.4,65,74.8,78.9,81.5,84.9,81.9,66.8,53.7,52
TX-457,Tyler County,49.2,55.6,58,65.1,75.7,78.8,81.1,83.6,80.6,68.7,54.9,53.4
TX-459,Upshur County,45.4,50.7,54.1,63.3,72.8,77.6,81.1,84.8,81.8,64.4,51.7,49.8
TX-461,Upton County,47.2,52.9,55.6,66.2,71.6,80,83.4,87.6,81.1,65.6,52.5,50.4
TX-463,Uvalde County,52,58.2,61.6,68.5,76.4,81,84.1,87.3,84,70.2,56.6,55.2
TX-465,Val Verde County,50.7,55.4,59.5,68,75.1,79.9,84,88.3,83.3,69.2,56.3,53.2
TX-467,Van Zandt County,45.4,50.8,54.5,63.3,72.9,77.6,81.9,85.6,82.6,64.9,52.2,50.1
TX-469,Victoria County,54.5,59.7,63.2,70,78.8,83.5,85.3,87.8,85.1,73.3,60.7,58.3
TX-471,Walker County,48.8,54.7,57.8,66.3,75.3,79.6,81.7,85.7,82.2,67.9,54.8,53
TX-473,Waller County,51.9,57.6,60.8,68.7,77.4,81.5,83.9,87,83.7,70.3,57.2,55.6
TX-475,Ward County,46.6,52.8,55.8,67.1,73,81.4,85.9,88.9,82.1,65.2,53.6,49.8
TX-477,Washington County,50.7,56.3,59.7,68,76.6,80.9,83.7,87.1,83.6,69.6,55.8,54.6
TX-479,Webb County,54.7,60.8,65.2,71.2,80.6,87,87.6,89.6,85.3,75.3,61.5,59.5
TX-481,Wharton County,53.7,59.5,62.6,68.9,78.8,83.2,85.2,87,83.8,72.6,59.9,58
TX-483,Wheeler County,39.5,39.2,47,59.1,64.7,74.4,81,83.6,79,54.7,44.8,42.8
TX-485,Wichita County,42.2,45.6,50.7,63.5,70.2,78.1,83,86.9,82.7,61.4,49.4,46.6
TX-487,Wilbarger County,42.6,44.9,50.4,62.8,69.9,78.1,83.5,87.3,83.1,61.4,48.6,46.6
TX-489,Willacy County,59.8,64.8,67,73,82.5,85.7,86.1,88.8,84.1,76.8,65.9,63.5
TX-491,Williamson County,49,54.4,57.5,66,74.3,80.1,83.6,87.2,84.3,68.1,55,52.6
TX-493,Wilson County,51.9,58,61.4,68,77.4,82.6,84.1,88.2,85.2,70.6,58.1,56.2
TX-495,Winkler County,45.4,51,54.1,65.8,71.7,79.9,84.7,87.9,81.1,63.5,52.5,48.8
TX-497,Wise County,44,48.8,52.8,63.9,71.4,78.1,82.4,85.9,83.1,64,50.9,48.3
TX-499,Wood County,45.5,50.4,54,63.3,72.8,77.6,81.7,85.2,82.4,64.8,52,50.1
TX-501,Yoakum County,41.6,45.1,48.6,60,66.7,75.2,79.5,82.1,75.6,57.3,46.5,45
TX-503,Young County,43.8,48.6,52.2,63.6,70.6,77.9,82.2,86.4,82.3,63,50,48.1
TX-505,Zapata County,57.2,62.9,67.2,74.1,82.7,88.6,88.2,91.2,85.8,78.5,63.9,61.8
TX-507,Zavala County,52.8,59.1,64.3,69.4,79.3,84.2,86.5,89.6,85.8,73.2,58.8,56.2
UT-001,Beaver County,29.7,28,38.5,48.1,49.1,62.6,72.7,73.2,63.1,43.3,39.1,31
UT-003,Box Elder County,25.5,27.1,37.3,47.7,52,63.2,73.6,72.7,60.4,39.9,37.9,27.2
UT-005,Cache County,23.4,24.9,32.8,43,47.8,57.6,67.7,66.4,55.9,36.4,34.1,23.8
UT-007,Carbon County,23,20.8,32.9,44.9,46.2,59.4,69.3,69,59.9,39.8,36,24.6
UT-009,Daggett County,19.7,18.8,27.8,40.3,43.3,55.2,65.8,65,55.6,34,31.5,21.7
UT-011,Davis County,28.5,30.2,38.8,48.3,53,64.7,74.8,73.6,62.6,42.2,39.6,30.8
UT-013,Duchesne County,21.1,18.9,29.4,42,44.2,55.6,65.4,65,55.8,36.2,32.7,23.6
UT-015,Emery County,26.7,26.8,40.1,51.8,52.8,66.5,75.9,75.5,66.6,45.5,40.2,28.6
UT-017,Garfield County,28.3,26.3,39.1,49.3,49.2,63.5,71.6,71.8,63.4,44.6,39.3,28.7
UT-019,Grand County,26.1,29,41.3,52.3,53.9,67.6,77.4,76.8,67.9,45.7,40.3,29.6
UT-021,Iron County,29.8,26.9,38.7,47.8,48.4,62.2,70.9,71.5,62.2,43.9,39.7,30.6
UT-023,Juab County,29.1,30.2,39.8,49.1,51.7,64.4,75.7,74.9,64,42.5,38.6,31.2
UT-025,Kane County,32,29.8,43.1,52.9,52.6,67.4,75.5,76,67.5,49,42.6,32
UT-027,Millard County,29.6,30.6,40.6,50.3,51.9,65.3,76.4,76.2,64.9,43.6,39.2,31.4
UT-029,Morgan County,23.9,25.3,33.5,43.4,47.2,57.7,67.8,66.7,57.1,37.8,34.8,26.1
UT-031,Piute County,25.1,23.2,34.5,42.9,43.4,56.7,65,65.2,56.9,39.1,35.9,26.9
UT-033,Rich County,18.4,19.5,25.2,40,44.6,54.4,63.9,62.8,53.5,33.9,31,19.4
UT-035,Salt Lake County,28.6,30.7,38.9,47.9,52.1,63.9,75.2,73.5,62.8,42.4,39.6,30.9
UT-037,San Juan County,29.4,31.3,43.5,53.4,54.5,69.5,77.7,77.1,69,48.7,41.3,31.5
UT-039,Sanpete County,24.5,23.8,34.6,43.4,45,57.6,67.5,67,58.2,39.2,35.6,26.7
UT-041,Sevier County,25.7,23.8,34.5,43.6,44.3,57.9,67.5,67.9,58.5,39.2,36.3,26.5
UT-043,Summit County,20.3,19.2,27.3,37.6,40.7,50.8,61.2,60.4,51.3,32.7,30.5,21.1
UT-045,Tooele County,28.2,30.9,39.8,50.1,53.8,65.6,76.8,75.3,63.3,42.1,39.1,29.9
UT-047,Uintah County,19.7,19.6,33,47,49.6,62.4,72.6,71.6,61.9,39.7,35.4,24.6
UT-049,Utah County,26,27.7,37,45.6,48.6,60.7,71.6,70.3,60.5,40.8,36.8,28.8
UT-051,Wasatch County,22.5,21.6,30.6,39.7,42.6,53.5,63.7,63,53.8,35.2,32.6,24
UT-053,Washington County,36.4,33.4,45,54.5,54.5,70.1,77.8,77.9,69.4,52.2,46.8,36.7
UT-055,Wayne County,28.4,28.5,41.2,52.3,52.4,66.9,75.7,75.3,67.1,46.5,40.3,29
UT-057,Weber County,25.9,26.4,35.5,45.1,49.8,60.6,70.4,69.3,58.7,39.1,36.7,27.8
VT-001,Addison County,15.6,19.6,26.6,42.8,51.5,61.8,70.2,65.9,57.8,48.2,30.2,24.2
VT-003,Bennington County,18.4,22.4,28.2,42.4,51.8,60.4,68.2,63.9,56.5,48,30.6,24.6
VT-005,Caledonia County,11.7,16.1,23,38.9,49.3,59.1,67.2,63,55,45.7,27.2,21.6
VT-007,Chittenden County,15.1,19.6,27.9,42.8,52.2,62.7,71.6,67,59.3,49.4,30.5,25
VT-009,Essex County,11.9,15.4,21.7,38.1,48,58.4,67.1,62.8,54.4,45.4,26.8,20.8
